Products,Price($),URL
CORN iGame GeForce RTX 3080 Vulcan OC 10G-V Graphics Card,4239,https://www.newegg.ca/corn-rtx-3080-vulcan-oc-10g-v/p/1FT-0040-000R9?Description=3080&cm_re=3080-_-9SIADDZFD50931-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5950X 3.4Ghz 16-Core Processor 16GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 240GB SSD 2TB HDD WiFi Windows 11 Home 64-bit,4247,https://www.newegg.ca/clx-tgmsetrth0b05bm/p/3D5-000B-001N3?Description=3080&cm_re=3080-_-9SIACY7F5G3925-_-Product
IPASON - Gaming Desktop - intel 12th i9 12900KF (16 Core up to 5.1GHz) -GeForce RTX 3080 - 1TB SSD NVMe - 32GB(16GB*2) 3200MHz - Z690 Motherboard - WIFI - Windows 10 home - Gaming PC,4289,https://www.newegg.ca/p/3D5-001U-00109?Description=3080&cm_re=3080-_-9SIAU20H439673-_-Product
CLX SET Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7GHz 12-Core Processor 16GB DDR4 Memory GeForce RTX 3080 Ti 12GB GDDR6X Graphics 500GB NVMe M.2 SSD 3TB HDD WiFi Win 11 Home 64-bit,4350,https://www.newegg.ca/clx-tgmsetrth1669bm/p/3D5-000B-002H3?Description=3080&cm_re=3080-_-9SIACY7FFU7591-_-Product
CLX SET Gaming Desktop - Intel Core i7 10700KF Processor 64GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 1 TB SSD 6 TB HDD WiFi Windows 11 Home,4402,https://www.newegg.ca/clx-tgmsetrth0928bm/p/3D5-000B-00192?Description=3080&cm_re=3080-_-9SIACY7F5G3888-_-Product
SFT War Scythe Gaming Computer i5 11th Gen 16G RAM RTX 3080 1T SSD WiFi Ready,4449,https://www.newegg.ca/sft-war-scythe/p/3D5-001S-00012?Description=3080&cm_re=3080-_-9SIASUAEVB4658-_-Product
CLX SET Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8GHz 8-Core Processor 32GB DDR4 Memory GeForce RTX 3080 Ti 12GB GDDR6X Graphics 500GB SSD 4TB HDD WiFi Windows 11 Home 64-bit,4479,https://www.newegg.ca/clx-tgmsetrth1670bm/p/3D5-000B-002C1?Description=3080&cm_re=3080-_-9SIACY7FAT1250-_-Product
CLX SET Gaming Desktop - Liquid Cooled Intel Core i7 11700KF 3.6GHz 8-Core Processor 32GB DDR4 Memory GeForce RTX 3080 Ti 12GB GDDR6X Graphics 500GB SSD 4TB HDD WiFi Windows 11 Home 64-bit,4480,https://www.newegg.ca/clx-tgmsetrth1673bm/p/3D5-000B-002D0?Description=3080&cm_re=3080-_-9SIACY7FAT1254-_-Product
CLX SET Gaming Desktop - Intel Core i9 10850K Processor 64GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 1 TB SSD 6 TB HDD WiFi Windows 11 Home 64-bit,4492,https://www.newegg.ca/clx-tgmsetrth0929bm/p/3D5-000B-00195?Description=3080&cm_re=3080-_-9SIACY7F5G3897-_-Product
CLX SET Gaming Desktop - Liquid Cooled Intel Core i9 11900KF 3.5GHz 8-Core Processor 16GB DDR4 Memory GeForce RTX 3080 Ti 12GB GDDR6X Graphics 500GB NVMe M.2 SSD 3TB HDD WiFi Win 11 Home 64-bit,4494,https://www.newegg.ca/clx-tgmsetrth1665bm/p/3D5-000B-002G5?Description=3080&cm_re=3080-_-9SIACY7FFU7602-_-Product
SFT Jitte Gaming Computer Intel i7-10700 16G RAM RTX 3080 1T NVME SSD Win 10 Home WiFi Ready,4499,https://www.newegg.ca/p/3D5-001S-00019?Description=3080&cm_re=3080-_-9SIASUAGJ69484-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5950X 3.4Ghz 16-Core Processor 32GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 480GB SSD 3TB HDD WiFi Windows 11 Home 64-bit,4507,https://www.newegg.ca/clx-tgmsetrth0b11bm/p/3D5-000B-001R7?Description=3080&cm_re=3080-_-9SIACY7F5G3934-_-Product
CORN GeForce RTX 3080Ti-12G6X PGF OC Graphics Card,4539,https://www.newegg.ca/corn-rtx-3080-ti-oc/p/1FT-0040-000M4?Description=3080&cm_re=3080-_-9SIADDZFD51063-_-Product
CLX SET Gaming Desktop - AMD Ryzen 9 3900X Processor 64GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 1 TB SSD 6 TB HDD WiFi Windows 11 Home 64-bit,4544,https://www.newegg.ca/clx-tgmsetrth0911bm/p/3D5-000B-00141?Description=3080&cm_re=3080-_-9SIACY7F5G3928-_-Product
CLX SET Gaming Desktop - Intel Core i9 10900X Processor 32GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 480 GB SSD 3 TB HDD WiFi Windows 11 Home 64-bit,4555,https://www.newegg.ca/clx-tgmsetrth0913br/p/3D5-000B-00149?Description=3080&cm_re=3080-_-9SIACY7F5G3890-_-Product
CLX SET Gaming Desktop - Liquid Cooled Intel Core i9 10850K 3.6GHz 10-Core Processor 32GB DDR4 Memory GeForce RTX 3080 Ti 12GB GDDR6X Graphics 500GB SSD 4TB HDD WiFi Windows 11 Home 64-bit,4570,https://www.newegg.ca/clx-tgmsetrth1658bm/p/3D5-000B-002A5?Description=3080&cm_re=3080-_-9SIACY7FAT1234-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7Ghz 12-Core Processor 64GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 1TB SSD 6TB HDD WiFi Windows 11 Home 64-bit,4571,https://www.newegg.ca/clx-tgmsetrth0b25bm/p/3D5-000B-001U4?Description=3080&cm_re=3080-_-9SIACY7F5G3937-_-Product
CyberpowerPC Gaming Desktop Gamer Supreme SLC10780CPGV2 Intel Core i9 12th Gen 12900KF (3.20GHz) 32GB DDR4 2TB HDD 1 TB PCIe SSD NVIDIA GeForce RTX 3080 Ti Windows 11 Home 64-bit,4641,https://www.newegg.ca/cyberpowerpc-slc10780cpgv2-gamer-supreme/p/N82E16883230678?Description=3080&cm_re=3080-_-83-230-678-_-Product
CLX SET - Liquid Cooled Intel Core i9 10900KF 3.7GHz 10-Core Processor 64GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 1TB SSD 6TB HDD WiFi Windows 11 Home,4672,https://www.newegg.ca/clx-tgmsetrth0a29bm/p/3D5-000B-001M8?Description=3080&cm_re=3080-_-9SIACY7F6J8624-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5950X 3.4Ghz 16-Core Processor 32GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 960GB SSD 4TB HDD WiFi Windows 11 Home 64-bit,4673,https://www.newegg.ca/clx-tgmsetrth0b18br/p/3D5-000B-001U0?Description=3080&cm_re=3080-_-9SIACY7F5G3938-_-Product
CLX SET Gaming Desktop - Liquid Cooled Intel Core i9 11900KF 3.5GHz 8-Core Processor 32GB DDR4 Memory GeForce RTX 3080 Ti 12GB GDDR6X Graphics 500GB SSD 4TB HDD WiFi Windows 11 Home 64-bit,4685,https://www.newegg.ca/clx-tgmsetrth1674bm/p/3D5-000B-002D1?Description=3080&cm_re=3080-_-9SIACY7FAT1236-_-Product
CLX SET Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7GHz 12-Core Processor 32GB DDR4 Memory GeForce RTX 3080 Ti 12GB GDDR6X Graphics 500GB SSD 4TB HDD WiFi Windows 11 Home 64-bit,4700,https://www.newegg.ca/clx-tgmsetrth1671bm/p/3D5-000B-002C5?Description=3080&cm_re=3080-_-9SIACY7FAT1231-_-Product
ABS Legend Gaming PC - Windows 10 Home - Intel i9 11900KF - GeForce RTX 3080 Ti - G.Skill TridentZ RGB 16GB DDR4 3200 MHz - 1TB Intel M.2 NVMe SSD,4799,https://www.newegg.ca/abs-ali593/p/N82E16883360228?Description=3080&cm_re=3080-_-83-360-228-_-Product
Corsair Compact Gaming Desktop ONE i200 CS-9020026-NA Intel Core i9 11th Gen 11900K (3.50GHz) 32GB DDR4 2TB HDD 1 TB PCIe SSD NVIDIA GeForce RTX 3080 Windows 10 Home 64-bit,4799,https://www.newegg.ca/corsair-cs-9020026-na-one-i200/p/N82E16883304014?Description=3080&cm_re=3080-_-83-304-014-_-Product
CLX SET Gaming Desktop - Intel Core i9 10940X Processor 32GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 480 GB SSD 3 TB HDD WiFi Windows 11 Home 64-bit,4905,https://www.newegg.ca/clx-tgmsetrth0915br/p/3D5-000B-00156?Description=3080&cm_re=3080-_-9SIACY7F5G3904-_-Product
IPASON - Gaming PC - AMD R9 5950X - GeForce RTX 3080 Ti  - G.SKILL RGB 32GB DDR4 3600MHz - 1TB  PCI-E NVMe SSD - 360MM AIO - Windows 10 Pro 64-bit - Gaming desktop,4949,https://www.newegg.ca/p/3D5-001U-00116?Description=3080&cm_re=3080-_-3D5-001U-00116-_-Product
CLX SET Gaming Desktop - AMD Ryzen 9 3950X Processor 64GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 1 TB SSD 6 TB HDD WiFi Windows 11 Home 64-bit,4957,https://www.newegg.ca/clx-tgmsetrth0912bm/p/3D5-000B-00145?Description=3080&cm_re=3080-_-9SIACY7F5G3930-_-Product
CLX SET Gaming Desktop - Intel Core i9 10900X Processor 64GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 1 TB SSD 6 TB HDD WiFi Windows 11 Home 64-bit,4969,https://www.newegg.ca/clx-tgmsetrth0916bm/p/3D5-000B-00160?Description=3080&cm_re=3080-_-9SIACY7F5G3908-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5950X 3.4Ghz 16-Core Processor 64GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 1TB SSD 6TB HDD WiFi Windows 11 Home 64-bit,4982,https://www.newegg.ca/clx-tgmsetrth0b26bm/p/3D5-000B-001U8?Description=3080&cm_re=3080-_-9SIACY7F5G3940-_-Product
WinFast RTX 3080 Ti LIFE ES LHR Graphics Card 12GB 384-bit GDDR6X Support PCI Express 4.0 1365MHz Core Frequency and 19000MHz Memory Frequency 1×HDMI2.1 3×DisplayPort1.4a,4999,https://www.newegg.ca/lt-rtx-3080-ti-life-es-lhr/p/1FT-0040-00100?Description=3080&cm_re=3080-_-9SIADDZFFY5239-_-Product
ASUS ROG Strix GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 x16 Video Card ROG-STRIX-RTX3080-O10G-GUNDAMWHITE GPUWHITE Graphics Card,4999,https://www.newegg.ca/p/1FT-000Y-00611?Description=3080&cm_re=3080-_-1FT-000Y-00611-_-Product
CLX SET Gaming Desktop - Intel Core i9 10920X Processor 64GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 1 TB SSD 6 TB HDD WiFi Windows 11 Home 64-bit,5152,https://www.newegg.ca/clx-tgmsetrth0917bm/p/3D5-000B-00164?Description=3080&cm_re=3080-_-9SIACY7F5G3912-_-Product
CORN iGame GeForce RTX 3080 Ti Vulcan OC-V 12GB Graphics Card,5189,https://www.newegg.ca/corn-rtx-3080-ti-vulcan-oc-v/p/1FT-0040-000S2?Description=3080&cm_re=3080-_-9SIADDZFD50911-_-Product
CLX SET Gaming Desktop - Intel Core i9 10940X Processor 64GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 1 TB SSD 6 TB HDD WiFi Windows 11 Home 64-bit,5305,https://www.newegg.ca/clx-tgmsetrth0918bm/p/3D5-000B-00168?Description=3080&cm_re=3080-_-9SIACY7F5G3916-_-Product
MSI Gaming Desktop Aegis RS 12TF-252US Intel Core i9 12th Gen 12900KF (3.20GHz) 64GB DDR5 2TB HDD 2 TB PCIe SSD NVIDIA GeForce RTX 3080 Ti Windows 11 Home 64-bit,5399,https://www.newegg.ca/msi-aegis-rs-12tf-252us/p/N82E16883151012?Description=3080&cm_re=3080-_-83-151-012-_-Product
IPASON - Gaming Desktop - 10900K 10 Core up to 5.3GHz - RTX 3080 10GB - 1TB NVMe SSD -G.SKILL Trident Z RGB 32GB(16*2) DDR4 3600MHz - Windows 10 home - Gaming PC,5480,https://www.newegg.ca/p/3D5-001U-00020?Description=3080&cm_re=3080-_-9SIAZRSF115541-_-Product
CORN GeForce RTX 3080 Ti HOF Extreme Graphics Card GA102-225 12GB DDR6X,5559,https://www.newegg.ca/corn-rtx-3080-ti-hof-extreme/p/1FT-0040-000W0?Description=3080&cm_re=3080-_-9SIADDZFED8026-_-Product
ABS Legend Gaming PC - Windows 11 Pro - Intel i9 12900KF - GeForce RTX 3080 Ti - Corsair Dominator Platinum 32GB (2x16GB) DDR5 5200MHz - 2TB M.2 NVMe SSD - Corsair iCue 5000x Gaming Case,5999,https://www.newegg.ca/abs-ali628/p/N82E16883360293?Description=3080&cm_re=3080-_-83-360-293-_-Product
